STATIONS_ID;MESS_DATUM;QN_8;ABSF_STD;VP_STD;TF_STD;P_STD;TT_STD;RF_STD;TD_STD;EOR
       4280;2023072900;    3;  13.7;  18.3;  16.4;  967.9;  17.0;  94.4;  16.1;eor
       4280;2023072901;    3;  13.3;  17.9;  16.1;  967.5;  16.8;  93.2;  15.7;eor
       4280;2023072902;    3;  13.3;  17.7;  15.8;  967.6;  16.3;  95.6;  15.6;eor
       4280;2023072903;    3;  12.8;  17.1;  15.2;  966.9;  15.6;  96.2;  15.0;eor
       4280;2023072904;    3;  12.8;  17.1;  15.3;  967.0;  15.9;  94.4;  15.0;eor
       4280;2023072905;    3;  13.0;  17.4;  16.0;  966.5;  17.2;  88.6;  15.3;eor
       4280;2023072906;    3;  13.5;  18.2;  16.7;  966.5;  18.0;  88.1;  16.0;eor
       4280;2023072907;    3;  13.8;  18.6;  16.8;  966.9;  17.6;  92.1;  16.3;eor
       4280;2023072908;    3;  14.0;  18.9;  17.2;  966.6;  18.4;  89.3;  16.6;eor
       4280;2023072909;    3;  13.5;  18.2;  17.0;  966.5;  18.9;  83.3;  16.0;eor
       4280;2023072910;    3;  14.1;  19.0;  17.3;  966.9;  18.3;  90.4;  16.7;eor
       4280;2023072911;    3;  14.4;  19.5;  18.2;  966.9;  20.4;  81.4;  17.1;eor
       4280;2023072912;    3;  14.1;  19.2;  18.4;  966.5;  21.5;  74.6;  16.8;eor
       4280;2023072913;    3;  14.0;  19.0;  18.5;  966.5;  22.0;  71.9;  16.7;eor
       4280;2023072914;    3;  12.9;  17.6;  18.1;  966.3;  23.0;  62.7;  15.5;eor
       4280;2023072915;    3;  11.8;  16.2;  17.7;  966.1;  24.0;  54.3;  14.2;eor
       4280;2023072916;    3;  11.7;  16.0;  17.6;  965.8;  24.0;  53.6;  14.0;eor
       4280;2023072917;    3;  11.6;  15.9;  17.8;  966.1;  24.7;  51.0;  13.9;eor
       4280;2023072918;    3;  11.4;  15.6;  17.4;  966.3;  24.1;  51.9;  13.6;eor
       4280;2023072919;    3;  11.2;  15.3;  16.5;  966.5;  21.8;  58.5;  13.3;eor
       4280;2023072920;    3;  11.9;  16.1;  16.0;  967.1;  19.2;  72.3;  14.1;eor
       4280;2023072921;    3;  12.1;  16.2;  15.4;  967.4;  17.5;  81.0;  14.2;eor
       4280;2023072922;    3;  13.0;  17.4;  16.0;  967.6;  17.3;  88.0;  15.3;eor
       4280;2023072923;    3;  13.2;  17.6;  16.0;  967.4;  17.0;  90.9;  15.5;eor
       4280;2023073000;    3;  13.4;  18.0;  16.2;  966.9;  16.9;  93.2;  15.8;eor
       4280;2023073001;    3;  13.7;  18.3;  16.6;  967.3;  17.4;  92.1;  16.1;eor
       4280;2023073002;    3;  14.0;  18.8;  16.8;  967.3;  17.3;  95.1;  16.5;eor
       4280;2023073003;    3;  13.5;  18.1;  16.2;  967.2;  16.7;  95.0;  15.9;eor
       4280;2023073004;    3;  12.9;  17.3;  15.6;  967.6;  16.2;  93.8;  15.2;eor
       4280;2023073005;    3;  12.8;  17.1;  15.4;  967.9;  16.2;  92.6;  15.0;eor
       4280;2023073006;    3;  13.0;  17.4;  15.8;  968.4;  16.8;  90.9;  15.3;eor
       4280;2023073007;    3;  13.3;  17.9;  16.6;  968.6;  18.2;  85.3;  15.7;eor
       4280;2023073008;    3;  13.2;  17.7;  16.7;  968.8;  18.7;  82.2;  15.6;eor
       4280;2023073009;    3;  13.9;  18.8;  17.4;  968.7;  19.2;  84.4;  16.5;eor
       4280;2023073010;    3;  12.9;  17.5;  17.1;  968.6;  20.1;  74.4;  15.4;eor
       4280;2023073011;    3;  13.3;  17.9;  16.5;  969.2;  17.9;  87.0;  15.7;eor
       4280;2023073012;    3;  13.8;  18.8;  18.1;  969.3;  21.1;  75.0;  16.5;eor
       4280;2023073013;    3;  11.2;  15.2;  16.1;  969.5;  20.9;  61.4;  13.2;eor
       4280;2023073014;    3;   9.9;  13.5;  15.7;  969.2;  22.4;  49.7;  11.4;eor
       4280;2023073015;    3;   9.1;  12.5;  14.9;  969.7;  21.8;  47.6;  10.2;eor
       4280;2023073016;    3;   8.9;  12.1;  14.9;  969.9;  22.4;  44.7;   9.8;eor
       4280;2023073017;    3;   8.9;  12.1;  14.5;  970.0;  21.4;  47.5;   9.8;eor
       4280;2023073018;    3;   9.0;  12.1;  13.9;  970.8;  19.8;  52.4;   9.8;eor
       4280;2023073019;    3;   9.1;  12.2;  13.5;  971.5;  18.5;  57.2;   9.9;eor
       4280;2023073020;    3;   8.8;  11.8;  12.8;  972.0;  17.3;  59.7;   9.4;eor
       4280;2023073021;    3;   8.9;  11.9;  12.5;  972.0;  16.6;  62.8;   9.5;eor
       4280;2023073022;    3;   9.0;  12.0;  12.1;  972.1;  15.4;  68.3;   9.6;eor
       4280;2023073023;    3;   8.9;  11.9;  11.9;  972.0;  15.0;  69.6;   9.5;eor
       4280;2023073100;    3;   8.9;  11.9;  11.7;  972.0;  14.6;  71.4;   9.5;eor
       4280;2023073101;    3;   8.8;  11.7;  11.4;  971.7;  14.2;  72.3;   9.3;eor
       4280;2023073102;    3;   8.8;  11.7;  11.4;  971.5;  14.1;  72.8;   9.3;eor
       4280;2023073103;    3;   8.9;  11.8;  11.5;  971.0;  14.2;  72.8;   9.4;eor
       4280;2023073104;    3;   8.8;  11.7;  11.4;  970.9;  14.0;  73.3;   9.3;eor
       4280;2023073105;    3;   9.0;  11.9;  11.6;  970.8;  14.4;  72.4;   9.5;eor
       4280;2023073106;    3;   9.2;  12.3;  12.4;  970.7;  15.6;  69.3;  10.0;eor
       4280;2023073107;    3;   9.5;  12.7;  13.6;  970.6;  18.0;  61.5;  10.5;eor
       4280;2023073108;    3;   9.4;  12.7;  13.9;  970.8;  18.9;  58.1;  10.5;eor
       4280;2023073109;    3;   9.4;  12.7;  14.0;  970.4;  19.2;  57.0;  10.5;eor
       4280;2023073110;    3;   9.5;  13.0;  14.9;  969.9;  20.9;  52.4;  10.8;eor
       4280;2023073111;    3;   9.3;  12.7;  14.8;  969.1;  21.3;  50.1;  10.5;eor
       4280;2023073112;    3;   9.4;  12.8;  15.1;  968.6;  21.9;  48.6;  10.6;eor
       4280;2023073113;    3;   9.5;  13.0;  15.5;  968.0;  22.8;  46.7;  10.8;eor
       4280;2023073114;    3;   9.2;  12.6;  15.3;  967.3;  22.6;  46.0;  10.4;eor
       4280;2023073115;    3;   9.4;  12.8;  15.1;  967.2;  21.8;  48.9;  10.6;eor
       4280;2023073116;    3;   9.7;  13.2;  15.4;  966.6;  22.0;  50.0;  11.1;eor
       4280;2023073117;    3;   9.3;  12.7;  15.1;  966.0;  21.9;  48.3;  10.5;eor
       4280;2023073118;    3;   9.5;  12.9;  15.1;  965.9;  21.7;  49.5;  10.7;eor
       4280;2023073119;    3;   9.9;  13.4;  15.1;  965.7;  21.0;  53.8;  11.3;eor
       4280;2023073120;    3;  10.2;  13.9;  15.1;  965.5;  20.2;  58.5;  11.8;eor
       4280;2023073121;    3;  11.9;  16.0;  15.4;  965.2;  17.7;  78.9;  14.0;eor
       4280;2023073122;    3;  12.4;  16.5;  15.2;  964.7;  16.5;  88.0;  14.5;eor
       4280;2023073123;    3;  12.6;  16.9;  15.2;  963.5;  16.0;  92.6;  14.8;eor
       4280;2023080100;    3;  12.4;  16.5;  15.0;  962.4;  15.8;  92.0;  14.5;eor
       4280;2023080101;    3;  11.7;  15.7;  14.9;  961.7;  16.9;  81.4;  13.7;eor
       4280;2023080102;    3;  11.7;  15.7;  14.8;  961.1;  16.7;  82.5;  13.7;eor
       4280;2023080103;    3;  12.0;  16.0;  14.9;  960.0;  16.3;  86.2;  14.0;eor
       4280;2023080104;    3;  12.1;  16.2;  14.9;  959.9;  16.0;  89.1;  14.2;eor
       4280;2023080105;    3;  12.3;  16.4;  15.0;  959.1;  15.9;  90.8;  14.4;eor
       4280;2023080106;    3;  12.4;  16.5;  15.2;  958.8;  16.3;  89.1;  14.5;eor
       4280;2023080107;    3;  12.8;  17.1;  15.6;  959.3;  16.7;  89.7;  15.0;eor
       4280;2023080108;    3;  13.0;  17.4;  15.7;  959.1;  16.4;  93.2;  15.3;eor
       4280;2023080109;    3;  12.5;  16.8;  15.2;  959.6;  16.2;  90.8;  14.7;eor
       4280;2023080110;    3;  12.5;  16.6;  15.1;  958.9;  16.1;  90.8;  14.6;eor
       4280;2023080111;    3;  12.7;  17.0;  15.5;  958.9;  16.6;  89.7;  14.9;eor
       4280;2023080112;    3;  12.6;  16.9;  15.8;  959.1;  17.6;  83.6;  14.8;eor
       4280;2023080113;    3;  11.9;  16.1;  16.1;  958.9;  19.5;  71.0;  14.1;eor
       4280;2023080114;    3;  12.0;  16.1;  15.0;  959.5;  16.6;  85.2;  14.1;eor
       4280;2023080115;    3;  11.9;  16.0;  15.5;  959.8;  17.9;  77.9;  14.0;eor
       4280;2023080116;    3;  11.5;  15.5;  15.8;  960.1;  19.7;  67.4;  13.5;eor
       4280;2023080117;    3;   9.8;  13.2;  14.8;  960.0;  20.5;  54.8;  11.1;eor
       4280;2023080118;    3;   9.5;  12.9;  14.4;  960.4;  19.9;  55.4;  10.7;eor
       4280;2023080119;    3;  10.0;  13.5;  13.9;  961.5;  17.7;  66.5;  11.4;eor
       4280;2023080120;    3;  10.4;  13.9;  13.5;  962.7;  15.9;  76.6;  11.8;eor
       4280;2023080121;    3;  10.5;  14.0;  13.6;  963.3;  15.9;  77.6;  12.0;eor
       4280;2023080122;    3;  10.2;  13.6;  13.0;  963.4;  15.3;  78.0;  11.5;eor
       4280;2023080123;    3;  10.2;  13.6;  13.1;  963.3;  15.4;  77.5;  11.5;eor
       4280;2023080200;    3;  10.2;  13.5;  12.8;  963.6;  14.7;  80.6;  11.4;eor
       4280;2023080201;    3;  10.0;  13.3;  12.3;  963.3;  13.9;  83.7;  11.2;eor
       4280;2023080202;    3;   9.6;  12.7;  11.6;  963.0;  13.0;  84.8;  10.5;eor
       4280;2023080203;    3;   9.4;  12.4;  11.1;  962.4;  12.4;  85.8;  10.1;eor
       4280;2023080204;    3;   9.6;  12.7;  11.4;  961.9;  12.6;  87.0;  10.5;eor
       4280;2023080205;    3;   9.9;  13.1;  12.0;  961.2;  13.3;  85.9;  11.0;eor
       4280;2023080206;    3;   9.9;  13.2;  12.9;  960.8;  15.4;  75.5;  11.1;eor
       4280;2023080207;    3;   9.9;  13.2;  13.0;  960.4;  15.7;  74.1;  11.1;eor
       4280;2023080208;    3;  10.6;  14.1;  13.3;  960.2;  15.0;  82.8;  12.1;eor
       4280;2023080209;    3;  11.3;  15.1;  14.1;  959.5;  15.7;  84.5;  13.1;eor
       4280;2023080210;    3;  11.6;  15.5;  14.6;  959.0;  16.5;  82.4;  13.5;eor
       4280;2023080211;    3;  12.2;  16.3;  14.9;  958.0;  16.0;  89.6;  14.3;eor
       4280;2023080212;    3;  12.5;  16.8;  15.4;  957.1;  16.5;  89.1;  14.7;eor
       4280;2023080213;    3;  12.8;  17.1;  15.6;  956.5;  16.7;  89.7;  15.0;eor
       4280;2023080214;    3;  13.2;  17.7;  16.2;  955.8;  17.3;  89.7;  15.6;eor
       4280;2023080215;    3;  14.0;  18.9;  17.2;  955.1;  18.4;  89.3;  16.6;eor
       4280;2023080216;    3;  14.6;  19.7;  17.7;  955.0;  18.7;  91.0;  17.2;eor
       4280;2023080217;    3;  15.7;  21.2;  18.7;  953.9;  19.4;  93.9;  18.4;eor
       4280;2023080218;    3;  15.5;  20.9;  18.7;  953.5;  19.8;  90.5;  18.2;eor
       4280;2023080219;    3;  15.1;  20.4;  18.4;  954.4;  19.6;  89.4;  17.8;eor
       4280;2023080220;    3;  13.1;  17.6;  16.4;  955.4;  18.1;  84.8;  15.5;eor
       4280;2023080221;    3;  13.7;  18.3;  16.6;  956.2;  17.4;  92.1;  16.1;eor
       4280;2023080222;    3;  12.7;  17.0;  15.6;  957.0;  16.8;  88.6;  14.9;eor
       4280;2023080223;    3;  12.2;  16.3;  14.9;  957.9;  16.0;  89.6;  14.3;eor
       4280;2023080300;    3;  11.8;  15.8;  14.7;  958.0;  16.2;  85.7;  13.8;eor
       4280;2023080301;    3;  11.5;  15.4;  14.5;  958.2;  16.2;  83.5;  13.4;eor
       4280;2023080302;    3;  10.9;  14.6;  13.9;  958.1;  16.0;  80.2;  12.6;eor
       4280;2023080303;    3;  10.6;  14.1;  13.3;  958.4;  15.2;  81.7;  12.1;eor
       4280;2023080304;    3;  10.0;  13.4;  13.1;  958.7;  15.7;  75.1;  11.3;eor
       4280;2023080305;    3;   9.6;  12.9;  13.2;  959.1;  16.7;  67.7;  10.7;eor
       4280;2023080306;    3;   9.6;  13.0;  13.7;  959.5;  18.0;  62.7;  10.8;eor
       4280;2023080307;    3;   9.4;  12.7;  13.8;  959.9;  18.6;  59.2;  10.5;eor
       4280;2023080308;    3;   9.4;  12.6;  13.8;  960.4;  18.8;  58.1;  10.4;eor
       4280;2023080309;    3;   8.6;  11.6;  13.5;  960.7;  19.4;  51.6;   9.2;eor
       4280;2023080310;    3;   9.2;  12.5;  14.6;  961.4;  21.1;  50.0;  10.3;eor
       4280;2023080311;    3;   9.3;  12.7;  15.1;  961.4;  21.9;  48.3;  10.5;eor
       4280;2023080312;    3;   9.1;  12.5;  15.1;  961.7;  22.4;  45.9;  10.2;eor
       4280;2023080313;    3;   9.4;  12.8;  15.3;  962.2;  22.4;  47.2;  10.6;eor
       4280;2023080314;    3;   9.5;  13.0;  15.4;  962.5;  22.5;  47.5;  10.8;eor
       4280;2023080315;    3;   9.2;  12.6;  15.2;  962.7;  22.4;  46.5;  10.4;eor
       4280;2023080316;    3;   9.6;  13.1;  15.4;  962.7;  22.3;  48.4;  10.9;eor
       4280;2023080317;    3;   9.6;  13.1;  15.3;  962.8;  22.1;  49.0;  10.9;eor
       4280;2023080318;    3;   9.4;  12.7;  14.7;  963.2;  21.1;  50.7;  10.5;eor
       4280;2023080319;    3;   9.3;  12.5;  13.8;  964.0;  18.9;  57.4;  10.3;eor
       4280;2023080320;    3;   9.6;  12.9;  13.4;  964.5;  17.4;  64.7;  10.7;eor
       4280;2023080321;    3;   9.7;  13.0;  12.5;  965.0;  15.0;  75.9;  10.8;eor
       4280;2023080322;    3;   9.7;  13.0;  13.1;  965.3;  16.3;  69.9;  10.8;eor
       4280;2023080323;    3;   9.8;  13.1;  13.0;  965.8;  16.1;  71.2;  10.9;eor
       4280;2023080400;    3;   9.8;  13.1;  12.7;  966.2;  15.3;  75.0;  10.9;eor
       4280;2023080401;    3;   9.9;  13.1;  12.7;  966.3;  15.2;  76.0;  11.0;eor
       4280;2023080402;    3;   9.6;  12.6;  11.4;  966.3;  12.7;  85.9;  10.4;eor
       4280;2023080403;    3;   9.9;  13.1;  11.7;  966.1;  12.8;  88.2;  10.9;eor
       4280;2023080404;    3;  10.0;  13.1;  11.6;  966.5;  12.5;  90.6;  11.0;eor
       4280;2023080405;    3;  10.1;  13.3;  11.7;  967.0;  12.4;  92.4;  11.2;eor
       4280;2023080406;    3;  10.2;  13.6;  12.5;  967.1;  14.0;  84.9;  11.5;eor
       4280;2023080407;    3;  10.1;  13.5;  12.9;  967.4;  15.2;  78.0;  11.4;eor
       4280;2023080408;    3;  10.3;  13.9;  14.6;  967.5;  18.9;  63.4;  11.8;eor
       4280;2023080409;    3;   9.5;  12.9;  14.2;  967.4;  19.4;  57.1;  10.7;eor
       4280;2023080410;    3;   9.8;  13.2;  14.8;  967.3;  20.4;  55.1;  11.1;eor
       4280;2023080411;    3;   9.7;  13.1;  14.5;  966.9;  19.8;  56.8;  11.0;eor
       4280;2023080412;    3;  10.1;  13.7;  15.2;  967.6;  20.7;  55.9;  11.6;eor
       4280;2023080413;    3;   9.6;  13.0;  14.6;  967.4;  20.3;  54.4;  10.8;eor
       4280;2023080414;    3;  10.8;  14.6;  15.5;  967.7;  20.1;  62.0;  12.6;eor
       4280;2023080415;    3;  10.4;  14.0;  15.2;  967.7;  20.1;  59.6;  12.0;eor
       4280;2023080416;    3;  12.2;  16.4;  15.9;  967.6;  18.5;  77.0;  14.4;eor
       4280;2023080417;    3;  12.8;  17.2;  16.1;  968.0;  17.8;  84.2;  15.1;eor
       4280;2023080418;    3;  13.2;  17.6;  15.9;  968.7;  16.5;  93.8;  15.5;eor
       4280;2023080419;    3;  12.9;  17.3;  15.5;  969.2;  16.1;  94.4;  15.2;eor
       4280;2023080420;    3;  11.6;  15.5;  14.1;  969.9;  15.1;  90.2;  13.5;eor
       4280;2023080421;    3;  11.7;  15.5;  13.9;  969.4;  14.5;  93.7;  13.5;eor
       4280;2023080422;    3;  11.5;  15.3;  13.7;  970.1;  14.3;  93.7;  13.3;eor
       4280;2023080423;    3;  11.4;  15.1;  13.4;  970.1;  13.9;  94.9;  13.1;eor
       4280;2023080500;    3;  11.3;  15.0;  13.3;  969.9;  13.9;  94.3;  13.0;eor
       4280;2023080501;    3;  11.5;  15.2;  13.5;  969.5;  14.1;  94.3;  13.2;eor
       4280;2023080502;    3;  11.5;  15.3;  13.6;  969.3;  14.2;  94.3;  13.3;eor
       4280;2023080503;    3;  11.5;  15.2;  13.5;  968.9;  14.0;  94.9;  13.2;eor
       4280;2023080504;    3;  11.4;  15.1;  13.5;  969.5;  14.1;  93.7;  13.1;eor
       4280;2023080505;    3;  11.5;  15.2;  13.5;  969.3;  14.1;  94.3;  13.2;eor
       4280;2023080506;    3;  11.6;  15.4;  13.8;  969.2;  14.5;  93.1;  13.4;eor
       4280;2023080507;    3;  11.5;  15.3;  14.0;  969.5;  15.0;  89.6;  13.3;eor
       4280;2023080508;    3;  11.0;  14.6;  13.7;  969.5;  15.5;  82.8;  12.6;eor
       4280;2023080509;    3;  11.4;  15.3;  14.7;  969.2;  16.9;  79.3;  13.3;eor
       4280;2023080510;    3;  11.3;  15.2;  15.0;  969.1;  18.0;  73.5;  13.2;eor
       4280;2023080511;    3;  11.5;  15.5;  15.6;  968.6;  19.1;  70.0;  13.5;eor
       4280;2023080512;    3;  11.0;  14.8;  15.3;  967.8;  19.2;  66.4;  12.8;eor
       4280;2023080513;    3;  10.8;  14.6;  15.5;  967.2;  20.2;  61.6;  12.6;eor
       4280;2023080514;    3;  10.6;  14.4;  15.4;  967.0;  20.1;  61.2;  12.4;eor
       4280;2023080515;    3;  10.0;  13.6;  14.9;  966.6;  20.2;  57.3;  11.5;eor
       4280;2023080516;    3;   9.9;  13.4;  14.9;  966.3;  20.3;  56.2;  11.3;eor
       4280;2023080517;    3;  10.2;  13.9;  15.0;  965.8;  20.0;  59.2;  11.8;eor
       4280;2023080518;    3;  10.8;  14.6;  15.2;  965.5;  19.3;  65.2;  12.6;eor
       4280;2023080519;    3;  11.6;  15.6;  15.1;  965.5;  17.6;  77.4;  13.6;eor
       4280;2023080520;    3;  11.3;  15.2;  14.7;  965.4;  17.1;  77.8;  13.2;eor
       4280;2023080521;    3;  11.7;  15.7;  14.8;  965.0;  16.5;  83.5;  13.7;eor
       4280;2023080522;    3;  11.5;  15.4;  14.5;  964.6;  16.4;  82.4;  13.4;eor
       4280;2023080523;    3;  11.1;  14.7;  13.3;  964.6;  14.3;  90.1;  12.7;eor
       4280;2023080600;    3;  11.3;  15.0;  13.2;  964.5;  13.6;  96.2;  13.0;eor
       4280;2023080601;    3;  11.2;  14.9;  13.2;  964.0;  13.7;  94.9;  12.9;eor
       4280;2023080602;    3;  11.2;  14.8;  13.1;  963.8;  13.6;  94.9;  12.8;eor
       4280;2023080603;    3;  11.0;  14.5;  12.8;  963.4;  13.3;  94.9;  12.5;eor
       4280;2023080604;    3;  10.5;  13.9;  12.2;  962.9;  12.7;  94.2;  11.8;eor
       4280;2023080605;    3;  10.2;  13.4;  11.6;  962.6;  12.0;  95.5;  11.3;eor
       4280;2023080606;    3;  10.9;  14.5;  13.1;  962.6;  14.0;  90.7;  12.5;eor
       4280;2023080607;    3;  11.2;  14.9;  13.6;  962.4;  14.6;  89.5;  12.9;eor
       4280;2023080608;    3;  11.2;  14.9;  14.0;  962.3;  15.7;  83.4;  12.9;eor
       4280;2023080609;    3;  10.8;  14.3;  13.1;  962.2;  14.3;  87.8;  12.3;eor
       4280;2023080610;    3;  11.0;  14.5;  13.0;  962.4;  13.8;  91.9;  12.5;eor
       4280;2023080611;    3;  11.8;  15.8;  14.5;  962.0;  15.7;  88.5;  13.8;eor
       4280;2023080612;    3;  10.4;  13.9;  13.7;  961.7;  16.6;  73.3;  11.8;eor
       4280;2023080613;    3;  10.9;  14.5;  13.7;  962.0;  15.6;  81.8;  12.5;eor
       4280;2023080614;    3;   9.9;  13.2;  12.8;  962.3;  15.1;  77.0;  11.1;eor
       4280;2023080615;    3;  10.1;  13.4;  12.2;  963.1;  13.5;  86.5;  11.3;eor
       4280;2023080616;    3;  10.0;  13.2;  12.3;  963.9;  14.1;  82.1;  11.1;eor
       4280;2023080617;    3;  10.0;  13.2;  12.2;  964.4;  13.8;  83.7;  11.1;eor
       4280;2023080618;    3;   9.7;  12.8;  11.8;  964.8;  13.5;  82.6;  10.6;eor
       4280;2023080619;    3;   9.5;  12.5;  11.5;  965.2;  13.2;  82.5;  10.3;eor
       4280;2023080620;    3;   9.8;  13.0;  11.4;  965.5;  12.3;  90.5;  10.8;eor
       4280;2023080621;    3;   9.9;  13.1;  11.4;  965.6;  12.0;  93.0;  10.9;eor
       4280;2023080622;    3;   9.6;  12.6;  11.0;  965.9;  11.7;  91.7;  10.4;eor
       4280;2023080623;    3;   9.5;  12.5;  10.8;  965.6;  11.5;  91.7;  10.2;eor
       4280;2023080700;    3;   9.4;  12.3;  10.6;  965.6;  11.3;  91.7;  10.0;eor
       4280;2023080701;    3;   9.3;  12.2;  10.4;  965.6;  11.0;  92.9;   9.9;eor
       4280;2023080702;    3;   9.2;  12.0;  10.2;  966.0;  10.9;  92.3;   9.7;eor
       4280;2023080703;    3;   9.1;  12.0;  10.1;  966.6;  10.7;  92.9;   9.6;eor
       4280;2023080704;    3;   8.9;  11.7;   9.9;  967.1;  10.6;  91.6;   9.3;eor
       4280;2023080705;    3;   9.0;  11.7;   9.7;  967.7;  10.3;  93.5;   9.3;eor
       4280;2023080706;    3;   8.8;  11.6;   9.6;  968.2;  10.3;  92.2;   9.1;eor
       4280;2023080707;    3;   8.8;  11.5;   9.6;  968.6;  10.4;  91.0;   9.0;eor
       4280;2023080708;    3;   8.8;  11.6;   9.8;  969.3;  10.6;  90.4;   9.1;eor
       4280;2023080709;    3;   8.9;  11.6;  10.0;  970.1;  11.1;  88.0;   9.2;eor
       4280;2023080710;    3;   9.1;  11.9;  10.2;  970.6;  11.0;  90.4;   9.5;eor
       4280;2023080711;    3;   9.4;  12.4;  11.1;  970.9;  12.3;  86.4;  10.1;eor
       4280;2023080712;    3;   9.0;  11.9;  10.8;  971.1;  12.5;  81.9;   9.5;eor
       4280;2023080713;    3;   9.2;  12.2;  11.2;  971.5;  12.8;  82.5;   9.9;eor
       4280;2023080714;    3;   9.4;  12.4;  10.9;  972.1;  12.0;  88.1;  10.1;eor
       4280;2023080715;    3;   8.9;  11.8;  11.0;  972.6;  13.0;  78.7;   9.4;eor
       4280;2023080716;    3;   8.5;  11.3;  10.7;  972.7;  13.2;  74.1;   8.7;eor
       4280;2023080717;    3;   8.7;  11.5;  11.2;  972.7;  14.0;  71.8;   9.0;eor
       4280;2023080718;    3;   8.6;  11.5;  11.4;  972.7;  14.6;  69.1;   9.0;eor
       4280;2023080719;    3;   8.8;  11.6;  11.0;  972.9;  13.2;  76.7;   9.2;eor
       4280;2023080720;    3;   8.8;  11.6;  10.5;  973.1;  12.1;  82.4;   9.2;eor
       4280;2023080721;    3;   8.7;  11.4;  10.1;  973.2;  11.6;  83.5;   8.9;eor
       4280;2023080722;    3;   8.4;  11.0;   9.7;  973.0;  11.2;  82.8;   8.4;eor
       4280;2023080723;    3;   8.2;  10.8;   9.4;  972.8;  11.0;  82.3;   8.1;eor
       4280;2023080800;    3;   8.2;  10.7;   9.4;  972.6;  11.0;  81.7;   8.0;eor
       4280;2023080801;    3;   8.2;  10.8;   9.6;  972.3;  11.4;  80.1;   8.1;eor
       4280;2023080802;    3;   8.2;  10.8;   9.9;  971.9;  12.0;  77.0;   8.1;eor
       4280;2023080803;    3;   8.4;  11.0;   9.8;  972.0;  11.6;  80.7;   8.4;eor
       4280;2023080804;    3;   8.3;  11.0;   9.7;  972.1;  11.3;  81.7;   8.3;eor
       4280;2023080805;    3;   8.1;  10.6;   9.0;  972.2;  10.3;  84.4;   7.8;eor
       4280;2023080806;    3;   8.4;  11.0;  10.2;  972.2;  12.5;  76.0;   8.4;eor
       4280;2023080807;    3;   9.0;  12.0;  11.8;  972.1;  14.7;  71.4;   9.6;eor
       4280;2023080808;    3;   9.1;  12.1;  12.6;  971.8;  16.5;  64.5;   9.8;eor
       4280;2023080809;    3;   8.9;  12.0;  13.1;  971.6;  17.8;  58.6;   9.6;eor
       4280;2023080810;    3;   8.1;  11.0;  12.6;  971.3;  18.3;  52.0;   8.3;eor
       4280;2023080811;    3;   8.1;  10.9;  12.9;  971.1;  19.1;  49.2;   8.2;eor
       4280;2023080812;    3;   7.7;  10.4;  13.0;  970.8;  20.2;  43.8;   7.5;eor
       4280;2023080813;    3;   6.8;   9.2;  12.3;  970.7;  20.2;  38.7;   5.7;eor
       4280;2023080814;    3;   6.7;   9.1;  12.2;  970.6;  20.0;  38.9;   5.6;eor
       4280;2023080815;    3;   6.7;   9.1;  12.1;  970.7;  19.8;  39.3;   5.6;eor
       4280;2023080816;    3;   7.5;  10.2;  12.7;  970.5;  19.6;  44.5;   7.2;eor
       4280;2023080817;    3;   7.5;  10.1;  12.7;  970.6;  19.7;  43.9;   7.1;eor
       4280;2023080818;    3;   7.6;  10.3;  12.4;  970.6;  18.7;  47.7;   7.4;eor
       4280;2023080819;    3;   7.9;  10.7;  12.2;  971.0;  17.7;  52.6;   7.9;eor
       4280;2023080820;    3;   8.0;  10.7;  12.1;  971.2;  17.4;  53.9;   8.0;eor
       4280;2023080821;    3;   8.2;  11.0;  12.2;  971.2;  17.0;  56.9;   8.4;eor
       4280;2023080822;    3;   8.5;  11.4;  12.1;  971.0;  16.3;  61.5;   8.9;eor
       4280;2023080823;    3;   8.8;  11.7;  12.1;  970.7;  15.7;  65.7;   9.3;eor
       4280;2023080900;    3;   9.3;  12.4;  12.3;  970.6;  15.4;  70.6;  10.1;eor
       4280;2023080901;    3;  10.6;  14.0;  12.4;  970.5;  13.1;  92.4;  11.9;eor
       4280;2023080902;    3;  10.5;  13.9;  12.2;  970.2;  12.9;  93.0;  11.8;eor
       4280;2023080903;    3;  10.5;  13.9;  12.4;  969.7;  13.2;  91.2;  11.8;eor
       4280;2023080904;    3;  10.7;  14.1;  12.5;  970.0;  13.2;  93.0;  12.1;eor
       4280;2023080905;    3;  10.8;  14.2;  12.6;  970.1;  13.3;  93.0;  12.2;eor
       4280;2023080906;    3;  10.8;  14.3;  12.8;  970.0;  13.5;  92.4;  12.3;eor
       4280;2023080907;    3;  11.0;  14.6;  13.0;  970.3;  13.6;  93.7;  12.6;eor
       4280;2023080908;    3;  11.4;  15.1;  13.4;  970.7;  14.0;  94.3;  13.1;eor
       4280;2023080909;    3;  11.8;  15.7;  14.5;  971.2;  15.7;  87.9;  13.7;eor
       4280;2023080910;    3;  11.7;  15.6;  14.8;  971.2;  16.7;  81.9;  13.6;eor
       4280;2023080911;    3;  12.8;  17.3;  16.5;  971.1;  18.8;  79.6;  15.2;eor
       4280;2023080912;    3;  11.7;  15.6;  14.7;  971.3;  16.6;  82.4;  13.6;eor
       4280;2023080913;    3;  12.3;  16.4;  14.7;  972.0;  15.1;  95.6;  14.4;eor
